freq,spl
100.0,18.726135032664185
125.0,24.07952755358046
160.0,29.364849558679037
200.0,33.56158890055585
250.0,37.19467031391628
315.0,40.39410223437806
400.0,43.19211864503164
500.0,45.471774683659376
630.0,47.7387684260711
800.0,50.286113362414035
1000.0,52.902899987386284
1250.0,55.45074594363557
1600.0,58.0458050993498
2000.0,60.242414625634204
2500.0,63.893207441551425
3150.0,69.11956758332641
4000.0,69.84263969311823
5000.0,70.5796252668142
6300.0,75.76843115737701
8000.0,72.11140609277255
10000.0,57.47787707217418
12500.0,46.70903075935052
16000.0,42.14860239514593
20000.0,39.364502231331755
25000.0,36.53119493827103
31500.0,33.45597657365196
40000.0,30.117146372455363
