freq,spl
100.0,24.23647849668484
125.0,28.71020240297613
160.0,33.19851259083177
200.0,36.840235805379585
250.0,40.07760833829741
315.0,43.016107325776986
400.0,45.66721262319536
500.0,47.87882908411777
630.0,50.082067596535744
800.0,52.555829180654314
1000.0,55.13727883375157
1250.0,57.81774441384016
1600.0,60.668203156333725
2000.0,63.24517208429528
2500.0,66.27105898790232
3150.0,71.61547150516759
4000.0,77.08831878696091
5000.0,77.4951918328304
6300.0,77.08963173905549
8000.0,81.90238962892055
10000.0,76.50885376864676
12500.0,62.1147347738092
16000.0,51.56277994594419
20000.0,47.600839138617815
25000.0,44.52245035969611
31500.0,41.364354086746246
40000.0,38.05647922753342
