freq,spl
100.0,5.031151099152456
125.0,12.46790941465839
160.0,19.904832880657068
200.0,25.94101407757835
250.0,31.342308395040565
315.0,36.29502090363189
400.0,40.784455334317315
500.0,44.470584105216176
630.0,47.92924476862925
800.0,51.39370240430302
1000.0,54.62596892289379
1250.0,57.654328678699734
1600.0,60.51067965937996
2000.0,62.41921726510982
2500.0,63.157204908685834
3150.0,62.02741156808872
4000.0,59.081189435066236
5000.0,56.05509427084964
6300.0,52.86664416705272
8000.0,49.542202522529045
10000.0,46.25060393447856
12500.0,42.4848135513523
16000.0,37.82375662235345
20000.0,33.14327288001445
25000.0,28.041381243039165
31500.0,22.370561590818724
40000.0,16.154072298106755
