freq,spl
100.0,7.213513919081006
125.0,14.343107735845795
160.0,21.49932018904613
200.0,27.335060285829194
250.0,32.58679620123014
315.0,37.43466438410679
400.0,41.858380006887465
500.0,45.51031287129082
630.0,48.93541312611487
800.0,52.34396781599758
1000.0,55.54158772333675
1250.0,58.58861254107351
1600.0,61.52691965903262
2000.0,63.611828357450754
2500.0,64.76304914887929
3150.0,64.12983862197402
4000.0,61.50374701417207
5000.0,58.47426168487623
6300.0,55.258230840471974
8000.0,51.85877196792055
10000.0,48.51985238886444
12500.0,44.76856752451036
16000.0,40.142792683158504
20000.0,35.53587445134101
25000.0,30.52011687264609
31500.0,24.9467914739463
40000.0,18.846377405986026
