freq,spl
100.0,-3.985747759961983
125.0,4.981137559238139
160.0,13.798277697218758
200.0,20.779932019234685
250.0,26.840434984875653
315.0,32.222895558093946
400.0,36.96449657880105
500.0,40.78843418918658
630.0,44.40437012446911
800.0,48.055747425807894
1000.0,51.33790298815198
1250.0,54.18979766737865
1600.0,56.47560911499392
2000.0,57.19175183963361
2500.0,56.120407299505914
3150.0,53.28187122961094
4000.0,50.011156551205204
5000.0,47.0369551573316
6300.0,44.17192808171311
8000.0,41.11622231483378
10000.0,37.66083656955816
12500.0,33.675680453359256
16000.0,28.708511788145053
20000.0,23.71662768089722
25000.0,18.256290602378748
31500.0,12.099629943348278
40000.0,5.178448674932369
